EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,NICAR_RULEYEAR,NICAR_RULEMON,NICAR_TAXYEAR,NICAR_TAXMONTH
10340560,YARMOUTH SENIOR HOUSING INC,% ALBRIGHTS ACCOUNTING SERVICE,PO BOX 163,YARMOUTH,ME,04096-0163,0,3,3,1000,197510,1,15,153000000,1,1,201412,5,4,1,0,12,907876,171193,171193,,,1975,10,2014,12
10340713,KENNEBEC MONTESSORI SCHOOL,,38 SHERIDAN RD,FAIRFIELD,ME,04937-3314,0,3,3,1000,197707,1,11,0,5,1,201408,6,5,1,0,8,1034090,667917,644729,,,1977,7,2014,8
10340947,KNO-WAL-LIN HOME HEALTH CARE INC,% FISCAL SERVICES,4 WHI1H STREET,ROCKLAND,ME,04841-0000,0,3,3,1000,197609,1,16,179994000,1,1,201409,7,7,1,0,9,5577540,7534760,7534760,,,1976,9,2014,9
10340972,KNIGHTS OF COLUMBUS,% PURSER,PO BOX 664,WESTBROOK,ME,04098-0664,188,8,9,1000,194010,1,0,36029265,5,1,201412,0,0,2,0,12,0,0,0,,356 WESTBROOKE ASSEMBLY,1940,10,2014,12
10341134,LAKE ARROWHEAD COMMUNITY INC,,206 OLD PORTLAND RD,N WATERBORO,ME,04061-4913,0,4,3,1000,199706,2,0,401000000,1,1,201504,6,6,1,0,4,3405479,1829536,1828253,,,1997,6,2015,4
10341325,GARDEN CLUB FEDERATION OF MAINE INC,% SMGC TREASURER,43 FORESIDE RD,FALMOUTH,ME,04105-1708,5342,3,9,2000,199509,1,16,0,1,1,201505,0,0,2,0,5,0,0,0,C42,ST MARYS GARDEN CLUB,1995,9,2015,5
10341444,RAINBOW UNITED METHODIST CHURCH,% EUNICE M DYER TREAS ASST,618 WASHINGTON AVE,PORTLAND,ME,04103-4923,2573,3,9,7000,197410,0,10,1919000,5,1,201312,0,0,6,0,12,0,0,0,,,1974,10,2013,12
10341514,AMERICAN LEGION POST 188,,PO BOX 188,ELIOT,ME,03903-0188,925,19,9,1000,194603,1,0,907908000,5,1,201412,0,0,2,0,12,0,0,0,,,1946,3,2014,12
10341595,ALTRUSA INTERNATIONAL INC,% RITA L COTE,135 LEWIS AVE,SACO,ME,04072-2916,738,4,9,1000,194411,2,0,566000000,5,1,201506,0,0,2,0,6,0,0,0,,BIDDEFORD-SACO,1944,11,2015,6
10341599,SARGENTVILLE THURSDAY CLUB,% JANET S ANDERSON,502 REACH RD,SARGENTVILLE,ME,04673-2408,0,3,3,1000,201103,1,16,0,1,1,201408,0,0,2,0,8,0,0,0,X112,,2011,3,2014,8
10341656,MT ZION CHAPEL,% TERRY COURTNEY,1010 BRANCH RD,WELLS,ME,04090-6030,8508,3,9,7000,198009,1,10,1029000,1,1,,2,3,6,0,12,0,0,0,,,1980,9,,
10341794,HISTORICAL SOCIETY OF LITCHFIELD,% RAYNA LEIBOWITZ SECRETARY,1032 PLAINS RD,LITCHFIELD,ME,04350-4227,0,3,3,2000,197412,1,16,62060119,1,1,201512,0,0,2,0,12,0,0,0,,,1974,12,2015,12
10341953,MAINE ASSOCIATION OF CHRISTIAN SCHOOLS,% PASTOR ROB MCILWAINE,415 US ROUTE 1,SCARBOROUGH,ME,04074-9705,0,3,3,2000,197706,1,16,59123000,1,1,201408,0,0,2,0,8,0,0,0,,,1977,6,2014,8
10342113,LITCHFIELD SPORTSMANS CLUB INC,,PO BOX 391,LITCHFIELD,ME,04350-0391,0,7,3,1000,198006,2,0,286350000,1,1,201412,3,2,2,0,12,28716,10996,9895,,,1980,6,2014,12
10342161,LUBEC HISTORICAL SOCIETY INC,% BARBARA SELLITTO,155 MAIN ST,LUBEC,ME,04652-1204,0,3,3,1000,199710,1,16,62000000,1,1,201412,0,0,2,0,12,0,0,0,A80Z,,1997,10,2014,12
10342167,PHILLIPS-STRICKLAND HOUSE CORPORATION,,21 BOYD STREET,BANGOR,ME,04401-6560,0,3,3,1000,197607,1,16,153575000,1,1,201412,7,6,1,0,12,7492462,2111549,2111549,L22Z,,1976,7,2014,12
10342249,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,% DAVID R BICKFORD TREAS,162 PLYMOUTH RD,ETNA,ME,04434-3134,160,5,9,3000,194009,2,0,263059264,5,1,201412,3,4,1,0,12,65149,183257,183257,,18 A PROF FIRE FIGHTERS OF MAINE,1940,9,2014,12
10342353,FALMOUTH ELDERLY HOUSING CORPORATION,% ROLAND CHRISTY,42 BROOK RD,FALMOUTH,ME,04105-2231,0,3,3,1000,197605,1,15,382398000,1,1,201312,1,4,1,0,12,1,212623,-159659,L22Z,,1976,5,2013,12
10342356,WESTERN MAINE TRANSPORTATION SERVICES INC,,76 MERROW RD,AUBURN,ME,04210-8318,0,3,3,1000,199404,1,15,560000000,1,1,201509,6,6,1,0,9,3575747,4127753,4127753,P52Z,,1994,4,2015,9
10342399,ST ANDRE HEALTH CARE FACILITY,% ANDREA OTIS-HIGGINS,407 POOL ST,BIDDEFORD,ME,04005-9714,928,3,9,1700,194603,1,16,150120000,5,1,201412,7,7,1,0,12,5098288,7377850,7377850,,,1946,3,2014,12
10342515,MOTIVATIONAL SERVICES INC,% ROBERT WEINGARTEN,PO BOX 229,AUGUSTA,ME,04332-0229,0,3,3,1000,197707,1,15,160166994,1,1,201506,7,7,1,0,6,5571198,8717802,8717802,F34Z,,1977,7,2015,6
10342562,FORESTDALE ELEMENTARY SCHOOL,,27 PERKINS VALLEY RD,BRYANT POND,ME,04219-6806,1071,3,9,7000,194704,1,10,211029000,5,1,,0,0,6,0,12,0,0,0,,,1947,4,,
10342596,BAR HARBOR HISTORICAL SOCIETY INC,,33 LEDGELAWN AVE,BAR HARBER,ME,04609-1303,0,3,3,2000,197703,1,15,119000000,5,1,201412,6,3,1,0,12,1305979,91428,90142,,,1977,3,2014,12
10342663,HELEN F WYLIE FOUNDATION,% MAINE NATIONAL BANK,PO BOX 1802,PROVIDENCE,RI,02901-1802,0,3,3,1000,197611,1,4,40041043,2,1,201412,4,3,0,1,12,498688,98121,0,,,1976,11,2014,12
10342762,ANDROSCOGGIN HISTORICAL SOCIETY,,2 TURNER ST UNIT 8,AUBURN,ME,04210-5978,0,3,3,2000,201408,1,15,60061062,1,1,201505,0,0,2,0,5,0,0,0,A80,,2014,8,2015,5
10342859,SPORTS PROJECTS INC,,389 RANDALL RD,LEWISTON,ME,04240-1807,0,3,3,1000,198302,1,4,301994317,1,1,201504,4,8,1,0,4,165316,13172417,-103055,,,1983,2,2015,4
10342874,AMVETS,% JIM THIBODEAU,147 ALFRED ST,BIDDEFORD,ME,04005-3248,838,19,9,1000,195402,2,0,907000000,5,1,201412,4,5,1,0,12,225774,788033,170912,,ME-0001,1954,2,2014,12
10342897,THE ARTS INSTITUTE OF WESTERN MAINE,% CAMILLA CAI,PO BOX 325,FARMINGTON,ME,04938-0325,0,3,3,1000,197701,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,,,1977,1,2014,12
10343126,LINCOLN HISTORICAL SOCIETY I,% TREASURER,29 W BROADWAY,LINCOLN,ME,04457-1254,0,3,3,2000,199302,1,15,994119060,1,1,201412,0,0,2,0,12,0,0,0,A50,,1993,2,2014,12
10343145,INDEPENDENT ORDER OF ODD FELLOWS,% THORNTON ANDREWS,PO BOX 113,BROOKLIN,ME,04616-0113,28,8,9,1000,197211,1,0,36382265,5,1,201406,0,0,2,0,6,0,0,0,,133 BROOKLIN LODGE,1972,11,2014,6
10343213,EASTERN MAINE SNOWMOBILERS INC,,PO BOX 226,BREWER,ME,04412-0226,0,7,3,1000,197707,2,0,0,1,1,201412,3,3,1,0,12,31082,54912,54912,,,1977,7,2014,12
10343279,RIVER OF LIFE BIBLE CAMP,,PO BOX 726,HOWLAND,ME,04448-0726,0,3,3,1000,200309,1,15,0,1,1,201412,3,3,2,0,12,35747,36446,36446,X20,,2003,9,2014,12
10343289,MAINE STATE TROOPERS ASSOCIATION,% D HOWE - MIKE MITCHELL,28 MEADOW RD,AUGUSTA,ME,04330-4915,0,5,3,3000,197107,2,0,0,1,1,201412,4,4,1,0,12,363244,191632,191632,,,1971,7,2014,12
10343318,MEXICO SENIOR HOUSING CORPORATION,,PO BOX 74,MEXICO,ME,04257-0074,0,4,3,3000,197607,2,0,381382000,1,1,201412,4,4,1,0,12,311695,145205,145205,,,1976,7,2014,12
10343367,HANCOCK COUNTY FRIENDS OF THE ARTS,% IRENE M OBERMANN,106 S BAY RD,FRANKLIN,ME,04634-3141,0,3,3,2000,198509,1,15,119000000,1,1,201308,0,0,2,0,8,0,0,0,,,1985,9,2013,8
10343697,GROUP HOME FOUNDATION INC,,61 LITTLE RIVER DR,BELFAST,ME,04915-6035,0,3,3,1000,197608,1,15,160166000,1,1,201406,8,8,1,0,6,12067295,28634077,28634077,P82,,1976,8,2014,6
10343943,SEXUAL ASSAULT RESPONSE SERVICES OF SOUTHERN MAINE,,PO BOX 1371,PORTLAND,ME,04104-1371,0,3,3,1000,197703,1,15,179000000,1,1,201409,3,5,1,0,9,56145,577517,570371,F42Z,,1977,3,2014,9
10343953,DAMARISCOTTA LAKE WATERSHED ASSOCIATION,% JOSEPH BODNAR,PO BOX 3,JEFFERSON,ME,04348-0003,0,3,3,1000,197809,1,15,351353354,5,1,201412,6,4,1,0,12,2195377,288985,287755,C320,,1978,9,2014,12
10343988,SOUTH HOPE COMMUNITY CHURCH & CHRISTIAN SCHOOL INC,,142 MAIN ST,HOPE,ME,04847-3432,0,3,3,7000,197702,1,10,0,5,1,,0,0,6,0,12,0,0,0,,,1977,2,,
10344247,ALTRUSA INTERNATIONAL INC,% MARIE PIKE,8 STRATTON RD,SCARBOROUGH,ME,04074-9045,738,4,9,1000,194411,2,0,566000000,5,1,201505,0,0,2,0,5,0,0,0,,PORTLAND,1944,11,2015,5
10344364,ROCKABEMA SNOW RANGERS INC,,PO BOX 898,PATTEN,ME,04765-0898,0,7,3,1000,200411,2,0,0,1,1,201412,3,3,1,0,12,57308,66641,60065,N68,,2004,11,2014,12
10344382,COOPERS MILLS VOLUNTEER FIRE DEPARTMENT,% BRIAN HUNTLEY,PO BOX 341,COOPERS MILLS,ME,04341-0341,0,3,3,1200,201407,1,15,407158000,1,1,201412,0,0,2,0,12,0,0,0,M24,,2014,7,2014,12
10344499,INDEPENDENT ORDER OF ODD FELLOWS,% MICHAEL ANDERSON,80 CARON LN,AUBURN,ME,04210-4289,28,8,9,1000,197211,1,0,36382265,5,1,201506,0,0,2,0,6,0,0,0,,34 MT HOREB LEA,1972,11,2015,6
10344524,DENMARK PUBLIC LIBRARY,% CHRISTINE GOUTERMAN,121 EAST MAIN STREET,DENMARK,ME,04022-0000,0,3,3,3000,197702,1,15,61092091,5,1,201506,0,0,2,0,6,0,0,0,,,1977,2,2015,6
10344591,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% MICHAEL MCINNIS,PO BOX 755,OLD ORCHD BCH,ME,04064-0755,9154,19,9,1000,198705,1,0,907908000,1,1,201506,4,3,2,0,6,158488,46207,26383,,7997 OLD ORCHARD BCH MEMORIAL POST,1987,5,2015,6
10344595,HARRISON HISTORICAL SOCIETY,% VIRGINIA DENISON,PO BOX 294,HARRISON,ME,04040-0294,0,3,3,1000,199309,1,15,62000000,1,1,201506,0,0,2,0,6,0,0,0,,,1993,9,2015,6
10344605,WATERVILLE AREA BOYS & GIRLS CLUB,,126 NORTH ST,WATERVILLE,ME,04901-4954,0,3,3,1000,197303,1,15,321000000,1,1,201503,5,5,1,0,3,902146,824350,824350,O230,,1973,3,2015,3
10344674,SACO RIVER FESTIVAL ASSOCIATION,,PO BOX 610,PARSONSFIELD,ME,04047-0610,0,3,3,1000,197701,1,16,88090000,5,1,201509,0,0,2,0,9,0,0,0,A200,,1977,1,2015,9
10344726,NATIVITY LUTHERAN CHURCH,,179 OLD COUNTY RD,ROCKPORT,ME,04856-4009,9386,3,9,7000,198804,1,10,1000000,1,1,,0,0,6,0,12,0,0,0,,,1988,4,,
10344774,WINTER HARBOR HISTORICAL SOCIETY,% VICTORIA TABER,PO BOX 93,WINTER HARBOR,ME,04693-0093,0,3,3,2000,201404,1,15,60094000,1,1,201406,0,0,2,0,6,0,0,0,B99,,2014,4,2014,6
10344837,BRIDGTON EASY RIDERS SNOWMOBILE CLUB,% DAVID CROTEAU,20 N BAY RD,BRIDGTON,ME,04009-3145,0,4,3,3000,199904,2,0,0,1,1,201506,0,0,2,0,6,0,0,0,N68,,1999,4,2015,6
10344891,FRANKLIN COUNTY ANIMAL SHELTER,,550 INDUSTRY RD,FARMINGTON,ME,04938-5633,0,3,3,0,197701,1,16,0,5,1,201412,6,6,1,0,12,2172850,1311841,447792,D200,,1977,1,2014,12
10344999,AMERICAN LEGION AUXILIARY,% SYLVIA GROVER,212 MAIN ST,NORWAY,ME,04268-5954,964,19,9,1000,194610,1,0,319907000,5,1,201509,0,0,2,0,9,0,0,0,,82 STONE-SMART,1946,10,2015,9
10345031,GOODNEWS BIBLE CHURCH INC,,738 BAKERSTOWN RD,POLAND,ME,04274-6921,0,3,3,7000,197701,1,10,1000000,1,1,,0,0,6,0,12,0,0,0,,,1977,1,,
10345176,THOMASTON HISTORICAL SOCIETY,% FRANCES Y HERNANDEZ,PO BOX 384,THOMASTON,ME,04861-0384,0,3,3,2000,197907,1,15,60062000,1,1,201506,0,0,2,0,6,0,0,0,,,1979,7,2015,6
10345195,SACOPEE RESCUE UNIT INC,% LORI EDGERLY,PO BOX 367,PARSONSFIELD,ME,04047-0367,0,3,3,1000,198205,1,15,158000000,1,1,201412,4,4,1,0,12,329675,421804,421804,,,1982,5,2014,12
10345239,ST ALBANS HOUSING CORPORATION,,PO BOX 235,SAINT ALBANS,ME,04971-0235,0,4,3,1000,197611,1,0,399000000,1,1,201412,4,4,1,0,12,269024,145872,145872,,,1976,11,2014,12
10345420,RIVERSIDE GOLF ASSOCIATION,% RIVERSIDE GOLF COURSE,1158 RIVERSIDE ST,PORTLAND,ME,04103-1064,0,7,3,0,197701,2,0,0,5,1,201412,0,0,2,0,12,0,0,0,,,1977,1,2014,12
10345491,ANDOVER HISTORICAL SOCIETY,% BEVERLY SWAN,PO BOX 293,ANDOVER,ME,04216-0293,0,3,3,1000,199910,1,16,0,1,1,201412,0,0,2,0,12,0,0,0,B70,,1999,10,2014,12
10345499,FAMILY BIBLE CHURCH,,460 HIGH ST,ELLSWORTH,ME,04605-2510,0,3,3,7000,197708,1,10,0,5,1,,0,0,6,0,12,0,0,0,,,1977,8,,
10345597,WHITEFIELD CEMETERY CORPORATION,,755 E RIVER RD,WHITEFIELD,ME,04353-3507,0,13,3,1000,201504,1,0,0,1,1,,0,0,1,0,3,0,0,0,Y50,,2015,4,,
10345634,UNIVERSITY OF MAINE SYSTEM INC,% DARLENE YEATON-NELSON,72 SMITH RD,NEW SHARON,ME,04955-3630,5930,3,9,2000,201308,1,15,0,1,1,201412,0,0,2,0,6,0,0,0,,FRANKLIN COUNTY 4-H DAIRY CLUB,2013,8,2014,12
10345660,BOOTHBAY REGION AMBULANCE SERVICE,,PO BOX 280,BOOTHBAY,ME,04537-0280,0,3,3,1000,197612,1,15,158000000,1,1,201506,6,5,1,0,6,1235612,938466,938466,E62Z,,1976,12,2015,6
10345682,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% JOHN BLAMEY,C/O 75 LEDGES CIRCLE,WALDOBORO,ME,04572-0000,9154,19,9,1000,198705,1,0,907908000,1,1,201506,0,0,2,0,6,0,0,0,,4525 SOULE SHUMAN POST,1987,5,2015,6
10345704,STOCKTON SPRINGS HISTORICAL SOCIETY INC,% CONSTANCE R PENDLETON,PO BOX 101,STOCKTON SPGS,ME,04981-0101,0,3,3,2000,200004,1,16,0,1,1,201412,0,0,2,0,12,0,0,0,A80,,2000,4,2014,12
10345826,RICHMOND AREA HELTH CENTER INC,,24 GARDINER ST,RICHMOND,ME,04357-1336,0,3,3,0,197702,1,12,0,5,1,201506,5,3,1,0,6,602362,96278,96278,E39Z,,1977,2,2015,6
10345844,EAST LEBANON VOL FIRE DEPARTMENT INC,% SKIP WOOD,591 LITTLE RIVER RD,LEBANON,ME,04027-3505,0,3,3,1000,201103,1,15,407158000,1,1,201504,0,0,2,0,4,0,0,0,M24,,2011,3,2015,4
10345862,PROJECT FEED,,202 WOODFORD ST,PORTLAND,ME,04103-5602,0,3,3,1000,197806,1,15,560000000,1,1,201502,3,3,1,0,2,93641,78532,78062,,,1978,6,2015,2
10345865,MAINE SOCIETY FOR RESPIRATORY CARE,% AMANDA S ALBEE,60 WILLOW LN,PORTLAND,ME,04102-2629,0,6,3,2000,197402,0,0,0,0,1,201412,0,0,2,0,12,0,0,0,,,1974,2,2014,12
10345881,VICTORY BAPTIST CHURCH,,1170 US ROUTE 202,WINTHROP,ME,04364-3817,0,3,3,0,197701,1,10,0,5,1,,0,0,6,0,12,0,0,0,,,1977,1,,
10345888,OXFORD COUNTY MINEAL AND GEM ASSOCIATION INC,% KENNETH S BRIGGS,PO BOX 165,BRYANT POND,ME,04219-0165,0,3,3,1000,197702,1,16,281000000,1,1,201412,0,0,2,0,12,0,0,0,,,1977,2,2014,12
10345996,AMERICAN ASSOCIATION OF FAMILY AND CONSUMER SCIENCES,% MARY TRIGGE,39 SCOTLAND BRIDGE RD,YORK,ME,03909-5218,3224,3,9,2000,198605,1,16,59000000,1,1,201504,0,0,2,0,4,0,0,0,,MAINE AAFCS,1986,5,2015,4
10346006,ISLE OF SPRINGS TENNIS CLUB,% DEBORAH W PIERCE,9 PINE ST,BELFAST,ME,04915-6320,0,7,3,0,197703,2,0,0,5,1,201412,0,0,2,0,12,0,0,0,,,1977,3,2014,12
10346028,BETHEL GOSPEL CENTER,% BETHEL ALLIANCE CHURCH OF C&MA,PO BOX 806,BETHEL,ME,04217-0806,2284,3,9,7000,197205,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,BETHEL ALLIANCE CHURCH OF C&MA,1972,5,,
10346055,KENNEBUNK KENNEBUNKPORT ATHLETIC BOOSTERS,,PO BOX 1394,KENNEBUNK,ME,04043-1394,0,3,3,1000,200712,1,16,0,1,1,201506,0,0,2,0,6,0,0,0,,,2007,12,2015,6
10346057,MARION E LORD SCHOLARSHIP FUND,% ELMER E RUNYON,574 NORTH RD,PARSONSFIELD,ME,04047-6141,0,91,0,1000,0,0,0,0,0,12,201412,0,0,2,0,12,0,0,0,,,0,0,2014,12
10346158,THE TACOMA LAKES IMPROVEMENT SOCIETY,% JUDY BOURGET,PO BOX 293,LITCHFIELD,ME,04350-0293,0,4,3,3000,198803,2,0,297351000,1,1,201512,0,0,2,0,12,0,0,0,,,1988,3,2015,12
10346170,MAINE SCIENCE TEACHERS ASSOCIATION,% JONATHAN DOUGHTY,322 COBBS BRIDGE RD,NEW GLOUCESTR,ME,04260-3620,0,3,3,1000,201405,1,15,123000000,5,1,201512,0,0,2,0,12,0,0,0,B90,,2014,5,2015,12
10346174,PENOBSCOT COUNTY CONSERVATION ASSOC INC,,PO BOX 605,BREWER,ME,04412-0605,0,4,3,3000,197609,2,0,350286000,1,1,201505,4,4,1,0,5,363204,144149,80946,,,1976,9,2015,5
10346187,FRYEBURG HISTORICAL SOCIETY,% DEBORAH TAIT,83 PORTLAND ST,FRYEBURG,ME,04037-1205,0,3,3,2000,198301,1,16,60061094,1,1,201312,0,0,2,0,12,0,0,0,,,1983,1,2013,12
10346197,PORTAGE LAKERS SNO-MOBILE CLUB INC,% SUSAN ROGERS,PO BOX 149,PORTAGE LAKE,ME,04768-0149,0,7,3,0,197701,2,0,0,5,1,201406,0,0,2,0,6,0,0,0,,,1977,1,2014,6
10346200,FREEPORT FIRST BAPTIST CHURCH,,185 MAIN ST,FREEPORT,ME,04032-1418,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,,1955,4,,
10346260,PORTLAND EDUCATION ASSOCIATION,% SUE OLAFSEN,29 CHRISTOPHER TOPPI DR,S PORTLAND,ME,04106-6901,0,5,3,0,197701,2,0,0,5,1,201508,4,4,1,0,8,108113,433586,433586,,,1977,1,2015,8
10346421,NEQUASSET TRAILBREAKERS INC,% GARY D WRIGHT,PO BOX 4,WOOLWICH,ME,04579-0004,0,7,3,1000,197705,2,0,288000000,5,1,201412,0,0,2,0,12,0,0,0,,,1977,5,2014,12
10346448,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% KATHLEEN BRANCH,PO BOX 203,SEAL HARBOR,ME,04675-0203,1050,3,9,1200,194907,1,16,59062061,5,1,201302,0,0,2,0,2,0,0,0,,MOUNT DESERT ISLE DAR,1949,7,2013,2
10346613,NORTHEAST OCCUPATIONAL EXCHANGE INC,,29 FRANKLIN ST,BANGOR,ME,04401-4909,0,3,3,1000,197703,1,15,998000000,1,1,201406,6,6,1,0,6,1670508,4079399,3551380,J300,,1977,3,2014,6
10346616,EAGLE LAKE MERCY ASSOCIATION INC,% SISTER CELINE,PO BOX 228,EAGLE LAKE,ME,04739-0228,0,3,3,1000,201401,1,15,40602000,1,1,201312,0,0,2,0,12,0,0,0,B82,,2014,1,2013,12
10346712,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,,21 SILVER ST,SKOWHEGAN,ME,04976-1316,1156,8,9,1000,195110,1,0,279265000,5,1,201503,5,5,1,0,3,950456,543551,175440,,2531 SKOWHEGAN-MADISON,1951,10,2015,3
10346744,MANCHESTER COMMUNITY CHURCH,,21 READFIELD RD,MANCHESTER,ME,04351-3202,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,997,1955,4,,
10346779,NORRIDGEWOCK HOUSING CORP,% LESTER CLARK,PO BOX 487,NORRIDGEWOCK,ME,04957-0487,0,4,3,3000,197809,2,0,382000000,1,1,201412,5,4,1,0,12,507538,176467,170757,,,1978,9,2014,12
10346794,BELFAST UNITED METHODIST CHURCH,,23 MILL LN,BELFAST,ME,04915-7240,2573,3,9,7100,197410,1,10,1919000,5,1,201312,0,0,6,0,12,0,0,0,,,1974,10,2013,12
10346935,FIRST BAPTIST CHURCH OF BAR HARBOR,,46 LEDGELAWN AVE,BAR HARBOR,ME,04609-1306,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,,1955,4,,
10346937,LITCHFIELD FARMERS CLUB,% G DAVID BYRAS SR,PO BOX 236,LITCHFIELD,ME,04350-0236,0,6,3,1000,199807,2,0,65000000,1,1,201410,3,4,1,0,10,44007,140767,140767,,,1998,7,2014,10
10346944,FREEPORT HISTORICAL SOCIETY,,45 MAIN ST,FREEPORT,ME,04032-1212,0,3,3,1000,197703,1,15,0,1,1,201412,5,4,1,0,12,501998,180267,162800,,,1977,3,2014,12
10346962,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% JOHN PERREAULT,PO BOX 598,BOOTHBAY HBR,ME,04538-0598,239,4,9,3000,194012,2,0,911520000,5,1,201406,0,0,2,0,6,0,0,0,,13640 BOOTHBAY REGION,1940,12,2014,6
10346981,CONGREGATIONAL CHURCH OF EAST SUMNER,% BONITA L BISHOP,284 TUCKER RD,HARTFORD,ME,04220-5152,1665,3,9,7000,196406,1,10,1029000,5,1,,0,0,6,0,12,0,0,0,,,1964,6,,
10347068,POLAND SPRING PRESERVATION SOCIETY,% STEPHEN KINNEY,PO BOX 444,POLAND SPRING,ME,04274-0444,0,3,3,2000,197703,1,15,62060001,1,1,201412,5,3,1,0,12,760387,83331,77203,,,1977,3,2014,12
10347096,MINISTRY OF MIRACLES,,16 JULIANNE LN,AUGUSTA,ME,04330-6251,0,3,3,1000,197709,1,4,7029000,1,1,201412,4,1,0,1,12,257300,1,0,,,1977,9,2014,12
10347153,CONGREGATIONAL CHURCH OF SOUTH BRIDGTON,,PO BOX 621,BRIDGTON,ME,04009-0621,0,3,3,7000,200409,1,10,1006002,1,1,,0,0,6,0,6,0,0,0,X21,,2004,9,,
10347202,HILL STREET TERRACE HOUSING CORP,% AVESTA HOUSING,307 CUMBERLAND AVE,PORTLAND,ME,04101-4920,0,3,3,1000,197801,1,16,382000000,1,1,201412,7,6,1,0,12,7136528,1597234,1597234,L22Z,,1978,1,2014,12
10347203,MAPLE GROVE ELDERLY HOUSING CORPORATION,% AVESTA HOUSING,307 CUMBERLAND AVE,PORTLAND,ME,04101-4920,0,3,3,1000,197712,1,16,382398575,1,1,201412,0,4,1,0,12,0,296253,243349,L22Z,,1977,12,2014,12
10347213,DANCE IN MAINE,% FRANK WICKS,124 BAYVIEW RD,ORRS ISLAND,ME,04066-2367,0,3,3,1000,197707,1,16,90000000,1,1,201506,0,0,2,0,6,0,0,0,,,1977,7,2015,6
10347322,LITTLEFIELD MEMORIAL BAPTIST CHURCH,,1 WALDO AVE,ROCKLAND,ME,04841-2519,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,3306,1955,4,,
10347344,BOOTHBAY SHORES ASSOCIATION,% FAY WOLCOTT,PO BOX 476,EAST BOOTHBAY,ME,04544-0476,0,4,3,2000,200403,2,0,0,1,1,201412,0,0,2,0,12,0,0,0,L50,,2004,3,2014,12
10347381,SACOPEE VALLEY HEALTH CENTER,,70 MAIN ST,PORTER,ME,04068-3527,0,3,3,1000,197603,1,15,154155165,1,1,201505,6,6,1,0,5,3187649,4277732,4277732,E39Z,,1976,3,2015,5
10347434,ASSOCIATION FOR SUPERVISION AND CURRICULUM DEVELOPMENT,% DEBORAH BAKER,PO BOX 926,BRUNSWICK,ME,04011-0926,3312,3,9,1200,198502,1,16,120149000,1,1,201506,2,1,2,0,6,16068,7760,7760,B20B,MAINE ASCD,1985,2,2015,6
10347484,ST JOHN-AROOSTOOK RC & D,% TONY LEVESQUE,18 COMMUNITY CENTER DR,FT FAIRFIELD,ME,04742-1193,0,3,3,1000,197708,1,15,379000000,1,1,201412,0,0,2,0,12,0,0,0,,,1977,8,2014,12
10347504,COASTAL ENTERPRISES INC,,30 FEDERAL ST,BRUNSWICK,ME,04011-1510,0,3,3,1000,197810,1,15,403000000,1,1,201409,9,8,1,0,9,76158195,11702264,11702264,L21,,1978,10,2014,9
10347509,PALMYRA SNOWMOBILE CLUB,% ROBERT FRAPPIER,PO BOX 57,PALMYRA,ME,04965-0057,0,7,3,1000,197801,2,0,288000000,1,1,201410,0,0,2,0,10,0,0,0,,,1978,1,2014,10
10347510,AMERICAN LEGION AUXILIARY,% KELLY URBANSKI,11 SULLIVAN ST,BERWICK,ME,03901-2927,964,19,9,1000,194610,1,0,0,5,1,201509,0,0,2,0,9,0,0,0,,79 CHARLES S HATCH,1946,10,2015,9
10347783,DRESDEN HISTORICAL SOCIETY,% DAVID SPENCER,PO BOX 201,DRESDEN,ME,04342-0201,0,3,3,1000,201302,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,A80,,2013,2,2014,12
10347799,MAINE ALLIANCE OF MEDIA ARTS,,103 MONTROSE AVE,PORTLAND,ME,04103-2444,0,3,3,1000,197706,1,16,119122123,1,1,201408,0,0,2,0,8,0,0,0,,,1977,6,2014,8
10347945,INDEPENDENT ORDER OF ODD FELLOWS,% ROSEMARIE WELCH,17 SPRUCE MT RD,JAY,ME,04239-0000,28,8,9,1000,197211,1,0,36382265,5,1,201409,0,0,2,0,9,0,0,0,,20 WILLIAMSON LODGE,1972,11,2014,9
